subject,trial_id,condition,onset_s,tr_s,tr_relative,time_from_cue_s,nacc_psc,vta_psc
sub-14,7,reward,65.0,1.0,5,5.0,0.18349671363830566,0.40549609065055847
sub-14,7,reward,65.0,1.0,6,6.0,-0.08438565582036972,-0.2644289433956146
sub-14,7,reward,65.0,1.0,7,7.0,0.7302910089492798,0.19962285459041595
sub-14,7,reward,65.0,1.0,8,8.0,0.0356428287923336,-1.1717709302902222
sub-14,7,reward,65.0,1.0,9,9.0,-0.2150857001543045,-0.2403516173362732
sub-14,7,reward,65.0,1.0,10,10.0,-0.21965232491493225,0.8745254874229431
sub-14,7,reward,65.0,1.0,11,11.0,0.6377009153366089,0.44451430439949036
sub-14,7,reward,65.0,1.0,12,12.0,-0.11029540002346039,-0.017048686742782593
sub-14,7,reward,65.0,1.0,13,13.0,-0.7942720055580139,0.06596536189317703
sub-14,8,neutral,86.0,1.0,-2,-2.0,0.7356315851211548,-0.5981470346450806
sub-14,8,neutral,86.0,1.0,-1,-1.0,0.7573520541191101,0.5873001217842102
sub-14,8,neutral,86.0,1.0,0,0.0,0.6354175806045532,0.8247170448303223
sub-14,8,neutral,86.0,1.0,1,1.0,-0.31834733486175537,0.3947058618068695
sub-14,8,neutral,86.0,1.0,2,2.0,-0.29472091794013977,0.10747238993644714
sub-14,8,neutral,86.0,1.0,3,3.0,-0.852196455001831,-0.031154589727520943
sub-14,8,neutral,86.0,1.0,4,4.0,-0.061523545533418655,0.027782144024968147
sub-14,8,neutral,86.0,1.0,5,5.0,-0.17811739444732666,0.41545939445495605
sub-14,8,neutral,86.0,1.0,6,6.0,0.42202502489089966,0.1564539223909378
sub-14,8,neutral,86.0,1.0,7,7.0,-0.032943494617938995,-0.8712584376335144
sub-14,8,neutral,86.0,1.0,8,8.0,0.8846174478530884,-0.01870248280465603
sub-14,8,neutral,86.0,1.0,9,9.0,0.5310046076774597,0.49266085028648376
sub-14,8,neutral,86.0,1.0,10,10.0,0.1640595644712448,0.1630934327840805
sub-14,8,neutral,86.0,1.0,11,11.0,0.16596554219722748,0.05932586267590523
sub-14,8,neutral,86.0,1.0,12,12.0,-0.3202533423900604,0.4702454209327698
sub-14,8,neutral,86.0,1.0,13,13.0,0.23417454957962036,-0.009574179537594318
sub-14,9,neutral,100.0,1.0,-2,-2.0,-0.3202533423900604,0.4702454209327698
sub-14,9,neutral,100.0,1.0,-1,-1.0,0.23417454957962036,-0.009574179537594318
sub-14,9,neutral,100.0,1.0,0,0.0,-0.9394555687904358,-0.8256006836891174
sub-14,9,neutral,100.0,1.0,1,1.0,0.3995499312877655,-0.09922773391008377
sub-14,9,neutral,100.0,1.0,2,2.0,0.306572824716568,-0.2519768476486206
sub-14,9,neutral,100.0,1.0,3,3.0,0.7363959550857544,0.48020872473716736
sub-14,9,neutral,100.0,1.0,4,4.0,0.7142884731292725,0.4403636157512665
sub-14,9,neutral,100.0,1.0,5,5.0,-0.5164920687675476,-0.38313740491867065
sub-14,9,neutral,100.0,1.0,6,6.0,-0.4772404432296753,0.6072186231613159
sub-14,9,neutral,100.0,1.0,7,7.0,-0.24366575479507446,0.35734954476356506
