subject,trial_id,condition,onset_s,tr_s,tr_relative,time_from_cue_s,nacc_psc,vta_psc
sub-06,21,neutral,216.0,1.0,1,1.0,0.01565062627196312,0.8296101093292236
sub-06,21,neutral,216.0,1.0,2,2.0,1.1565812826156616,1.9373133182525635
sub-06,21,neutral,216.0,1.0,3,3.0,1.1789448261260986,0.0012398912804201245
sub-06,21,neutral,216.0,1.0,4,4.0,3.1668121814727783,2.949902296066284
sub-06,21,neutral,216.0,1.0,5,5.0,2.05277156829834,1.992103099822998
sub-06,21,neutral,216.0,1.0,6,6.0,0.9166740775108337,-0.1522832214832306
sub-06,21,neutral,216.0,1.0,7,7.0,0.7115127444267273,0.08250303566455841
sub-06,21,neutral,216.0,1.0,8,8.0,1.6385208368301392,1.7422595024108887
sub-06,21,neutral,216.0,1.0,9,9.0,1.6623880863189697,-0.5893393158912659
sub-06,21,neutral,216.0,1.0,10,10.0,5.361359596252441,-0.17455658316612244
sub-06,21,neutral,216.0,1.0,11,11.0,3.07405161857605,-1.7193270921707153
sub-06,21,neutral,216.0,1.0,12,12.0,4.020699501037598,-0.46532782912254333
sub-06,21,neutral,216.0,1.0,13,13.0,2.745004892349243,-1.4622563123703003
sub-06,22,neutral,229.0,1.0,-2,-2.0,3.07405161857605,-1.7193270921707153
sub-06,22,neutral,229.0,1.0,-1,-1.0,4.020699501037598,-0.46532782912254333
sub-06,22,neutral,229.0,1.0,0,0.0,2.745004892349243,-1.4622563123703003
sub-06,22,neutral,229.0,1.0,1,1.0,5.175232410430908,2.4592628479003906
sub-06,22,neutral,229.0,1.0,2,2.0,4.680304527282715,0.16498373448848724
sub-06,22,neutral,229.0,1.0,3,3.0,3.773841619491577,-0.3244493901729584
sub-06,22,neutral,229.0,1.0,4,4.0,5.666532039642334,1.2359704971313477
sub-06,22,neutral,229.0,1.0,5,5.0,3.4940483570098877,1.5574486255645752
sub-06,22,neutral,229.0,1.0,6,6.0,3.626089096069336,0.5274006128311157
sub-06,22,neutral,229.0,1.0,7,7.0,3.3097314834594727,-0.7067379951477051
sub-06,22,neutral,229.0,1.0,8,8.0,2.141005754470825,-1.8517608642578125
sub-06,22,neutral,229.0,1.0,9,9.0,2.2996294498443604,-0.9716167449951172
sub-06,22,neutral,229.0,1.0,10,10.0,1.8681554794311523,-0.591148853302002
sub-06,22,neutral,229.0,1.0,11,11.0,2.655266761779785,-0.9956997036933899
sub-06,22,neutral,229.0,1.0,12,12.0,2.6235437393188477,1.464735984802246
sub-06,22,neutral,229.0,1.0,13,13.0,0.7393079996109009,-1.2467385530471802
sub-06,23,reward,240.0,1.0,-2,-2.0,2.2996294498443604,-0.9716167449951172
sub-06,23,reward,240.0,1.0,-1,-1.0,1.8681554794311523,-0.591148853302002
sub-06,23,reward,240.0,1.0,0,0.0,2.655266761779785,-0.9956997036933899
sub-06,23,reward,240.0,1.0,1,1.0,2.6235437393188477,1.464735984802246
sub-06,23,reward,240.0,1.0,2,2.0,0.7393079996109009,-1.2467385530471802
sub-06,23,reward,240.0,1.0,3,3.0,1.8548600673675537,0.29501593112945557
sub-06,23,reward,240.0,1.0,4,4.0,1.7554556131362915,0.9385753273963928
sub-06,23,reward,240.0,1.0,5,5.0,0.09451750665903091,-0.9403178691864014
sub-06,23,reward,240.0,1.0,6,6.0,2.289057493209839,-0.12940667569637299
sub-06,23,reward,240.0,1.0,7,7.0,-0.15567003190517426,-1.9504941701889038
sub-06,23,reward,240.0,1.0,8,8.0,1.3028302192687988,1.72480046749115
sub-06,23,reward,240.0,1.0,9,9.0,1.1753159761428833,-1.2985124588012695
sub-06,23,reward,240.0,1.0,10,10.0,-0.6164505481719971,-1.9962472915649414
sub-06,23,reward,240.0,1.0,11,11.0,0.7027515172958374,-0.23354636132717133
sub-06,23,reward,240.0,1.0,12,12.0,-0.22335131466388702,-0.3738216161727905
sub-06,23,reward,240.0,1.0,13,13.0,0.3453034460544586,-0.172143816947937
sub-06,24,neutral,245.0,1.0,-2,-2.0,1.8548600673675537,0.29501593112945557
sub-06,24,neutral,245.0,1.0,-1,-1.0,1.7554556131362915,0.9385753273963928
sub-06,24,neutral,245.0,1.0,0,0.0,0.09451750665903091,-0.9403178691864014
sub-06,24,neutral,245.0,1.0,1,1.0,2.289057493209839,-0.12940667569637299
sub-06,24,neutral,245.0,1.0,2,2.0,-0.15567003190517426,-1.9504941701889038
sub-06,24,neutral,245.0,1.0,3,3.0,1.3028302192687988,1.72480046749115
sub-06,24,neutral,245.0,1.0,4,4.0,1.1753159761428833,-1.2985124588012695
sub-06,24,neutral,245.0,1.0,5,5.0,-0.6164505481719971,-1.9962472915649414
sub-06,24,neutral,245.0,1.0,6,6.0,0.7027515172958374,-0.23354636132717133
sub-06,24,neutral,245.0,1.0,7,7.0,-0.22335131466388702,-0.3738216161727905
sub-06,24,neutral,245.0,1.0,8,8.0,0.3453034460544586,-0.172143816947937
sub-06,24,neutral,245.0,1.0,9,9.0,1.2040241956710815,-1.3123635053634644
sub-06,24,neutral,245.0,1.0,10,10.0,2.585468053817749,0.24263890087604523
sub-06,24,neutral,245.0,1.0,11,11.0,-2.057727575302124,-0.42920345067977905
sub-06,24,neutral,245.0,1.0,12,12.0,-0.4686979055404663,1.17938232421875
sub-06,24,neutral,245.0,1.0,13,13.0,0.024112705141305923,1.6567739248275757
sub-06,25,reward,251.0,1.0,-2,-2.0,1.1753159761428833,-1.2985124588012695
sub-06,25,reward,251.0,1.0,-1,-1.0,-0.6164505481719971,-1.9962472915649414
sub-06,25,reward,251.0,1.0,0,0.0,0.7027515172958374,-0.23354636132717133
sub-06,25,reward,251.0,1.0,1,1.0,-0.22335131466388702,-0.3738216161727905
sub-06,25,reward,251.0,1.0,2,2.0,0.3453034460544586,-0.172143816947937
sub-06,25,reward,251.0,1.0,3,3.0,1.2040241956710815,-1.3123635053634644
sub-06,25,reward,251.0,1.0,4,4.0,2.585468053817749,0.24263890087604523
sub-06,25,reward,251.0,1.0,5,5.0,-2.057727575302124,-0.42920345067977905
sub-06,25,reward,251.0,1.0,6,6.0,-0.4686979055404663,1.17938232421875
sub-06,25,reward,251.0,1.0,7,7.0,0.024112705141305923,1.6567739248275757
sub-06,25,reward,251.0,1.0,8,8.0,0.8459700345993042,1.1619232892990112
sub-06,25,reward,251.0,1.0,9,9.0,2.285735607147217,0.23542295396327972
sub-06,25,reward,251.0,1.0,10,10.0,0.7450541853904724,-0.5622515678405762
sub-06,25,reward,251.0,1.0,11,11.0,0.7994401454925537,-1.2973060607910156
sub-06,25,reward,251.0,1.0,12,12.0,1.7503154277801514,1.3413165807724
sub-06,25,reward,251.0,1.0,13,13.0,0.772243320941925,-1.40627121925354
sub-06,26,reward,263.0,1.0,-2,-2.0,0.7450541853904724,-0.5622515678405762
sub-06,26,reward,263.0,1.0,-1,-1.0,0.7994401454925537,-1.2973060607910156
sub-06,26,reward,263.0,1.0,0,0.0,1.7503154277801514,1.3413165807724
sub-06,26,reward,263.0,1.0,1,1.0,0.772243320941925,-1.40627121925354
sub-06,26,reward,263.0,1.0,2,2.0,0.42930281162261963,-0.06859614700078964
sub-06,26,reward,263.0,1.0,3,3.0,1.0973620414733887,0.17400924861431122
sub-06,26,reward,263.0,1.0,4,4.0,2.8175270557403564,-0.013214336708188057
sub-06,26,reward,263.0,1.0,5,5.0,1.2378648519515991,0.20892725884914398
sub-06,26,reward,263.0,1.0,6,6.0,-0.24994203448295593,-1.1726913452148438
sub-06,26,reward,263.0,1.0,7,7.0,-0.36475932598114014,0.13729281723499298
sub-06,26,reward,263.0,1.0,8,8.0,0.3398641049861908,0.6170972585678101
sub-06,26,reward,263.0,1.0,9,9.0,2.2461488246917725,0.9614518880844116
sub-06,26,reward,263.0,1.0,10,10.0,-0.6306588649749756,-0.1336178332567215
sub-06,26,reward,263.0,1.0,11,11.0,0.7559252381324768,-0.3298669159412384
sub-06,26,reward,263.0,1.0,12,12.0,-0.05293594300746918,-0.3870583176612854
sub-06,26,reward,263.0,1.0,13,13.0,1.1777327060699463,1.9300862550735474
sub-06,27,reward,276.0,1.0,-2,-2.0,0.7559252381324768,-0.3298669159412384
sub-06,27,reward,276.0,1.0,-1,-1.0,-0.05293594300746918,-0.3870583176612854
sub-06,27,reward,276.0,1.0,0,0.0,1.1777327060699463,1.9300862550735474
sub-06,27,reward,276.0,1.0,1,1.0,3.216364860534668,1.5189114809036255
sub-06,27,reward,276.0,1.0,2,2.0,1.876318335533142,-0.3966981768608093
sub-06,27,reward,276.0,1.0,3,3.0,2.8858144283294678,1.3834617137908936
sub-06,27,reward,276.0,1.0,4,4.0,1.0496200323104858,-1.4899582862854004
sub-06,27,reward,276.0,1.0,5,5.0,1.2118802070617676,0.7657948136329651
sub-06,27,reward,276.0,1.0,6,6.0,2.082085609436035,0.3371610641479492
sub-06,27,reward,276.0,1.0,7,7.0,1.6342936754226685,-0.0005696797743439674
sub-06,27,reward,276.0,1.0,8,8.0,3.226637601852417,1.8193225860595703
sub-06,27,reward,276.0,1.0,9,9.0,1.9887189865112305,0.9951635599136353
sub-06,27,reward,276.0,1.0,10,10.0,0.8943182229995728,0.6333498358726501
sub-06,27,reward,276.0,1.0,11,11.0,2.4776015281677246,0.9325546026229858
sub-06,27,reward,276.0,1.0,12,12.0,0.6855280995368958,-0.13241145014762878
sub-06,27,reward,276.0,1.0,13,13.0,1.0206125974655151,0.8741568326950073
sub-06,28,reward,281.0,1.0,-2,-2.0,2.8858144283294678,1.3834617137908936
sub-06,28,reward,281.0,1.0,-1,-1.0,1.0496200323104858,-1.4899582862854004
sub-06,28,reward,281.0,1.0,0,0.0,1.2118802070617676,0.7657948136329651
sub-06,28,reward,281.0,1.0,1,1.0,2.082085609436035,0.3371610641479492
sub-06,28,reward,281.0,1.0,2,2.0,1.6342936754226685,-0.0005696797743439674
sub-06,28,reward,281.0,1.0,3,3.0,3.226637601852417,1.8193225860595703
sub-06,28,reward,281.0,1.0,4,4.0,1.9887189865112305,0.9951635599136353
sub-06,28,reward,281.0,1.0,5,5.0,0.8943182229995728,0.6333498358726501
sub-06,28,reward,281.0,1.0,6,6.0,2.4776015281677246,0.9325546026229858
sub-06,28,reward,281.0,1.0,7,7.0,0.6855280995368958,-0.13241145014762878
sub-06,28,reward,281.0,1.0,8,8.0,1.0206125974655151,0.8741568326950073
sub-06,28,reward,281.0,1.0,9,9.0,3.1831302642822266,2.2660186290740967
sub-06,28,reward,281.0,1.0,10,10.0,1.5774834156036377,-0.4599103033542633
sub-06,28,reward,281.0,1.0,11,11.0,2.331360340118408,1.1294069290161133
sub-06,28,reward,281.0,1.0,12,12.0,-0.09584474563598633,-2.3713088035583496
sub-06,28,reward,281.0,1.0,13,13.0,2.4029695987701416,1.8614565134048462
sub-06,29,reward,294.0,1.0,-2,-2.0,2.331360340118408,1.1294069290161133
sub-06,29,reward,294.0,1.0,-1,-1.0,-0.09584474563598633,-2.3713088035583496
sub-06,29,reward,294.0,1.0,0,0.0,2.4029695987701416,1.8614565134048462
sub-06,29,reward,294.0,1.0,1,1.0,3.5381617546081543,1.8500182628631592
sub-06,29,reward,294.0,1.0,2,2.0,2.001408338546753,0.5737568736076355
sub-06,29,reward,294.0,1.0,3,3.0,3.213649034500122,1.8054715394973755
sub-06,29,reward,294.0,1.0,4,4.0,4.585127353668213,-0.06559136509895325
sub-06,29,reward,294.0,1.0,5,5.0,1.6430549621582031,2.098052501678467
sub-06,29,reward,294.0,1.0,6,6.0,0.4978893995285034,-0.30037760734558105
sub-06,29,reward,294.0,1.0,7,7.0,0.42748457193374634,-0.3214446008205414
sub-06,29,reward,294.0,1.0,8,8.0,2.2802963256835938,0.7489389777183533
sub-06,29,reward,294.0,1.0,9,9.0,4.138846397399902,0.47442036867141724
sub-06,29,reward,294.0,1.0,10,10.0,2.5736842155456543,0.7465262413024902
sub-06,29,reward,294.0,1.0,11,11.0,-0.30281659960746765,-1.5886805057525635
sub-06,29,reward,294.0,1.0,12,12.0,0.7519972324371338,-0.5447925925254822
sub-06,29,reward,294.0,1.0,13,13.0,-2.001530885696411,-2.131696939468384
sub-06,30,reward,306.0,1.0,-2,-2.0,2.5736842155456543,0.7465262413024902
sub-06,30,reward,306.0,1.0,-1,-1.0,-0.30281659960746765,-1.5886805057525635
sub-06,30,reward,306.0,1.0,0,0.0,0.7519972324371338,-0.5447925925254822
sub-06,30,reward,306.0,1.0,1,1.0,-2.001530885696411,-2.131696939468384
sub-06,30,reward,306.0,1.0,2,2.0,0.5386807322502136,2.3719677925109863
sub-06,30,reward,306.0,1.0,3,3.0,1.1079416275024414,-0.575499415397644
sub-06,30,reward,306.0,1.0,4,4.0,1.740648865699768,0.23842774331569672
sub-06,30,reward,306.0,1.0,5,5.0,0.8840456008911133,0.4665900766849518
sub-06,30,reward,306.0,1.0,6,6.0,0.8248187303543091,2.089026927947998
sub-06,30,reward,306.0,1.0,7,7.0,2.9262988567352295,1.4057351350784302
sub-06,30,reward,306.0,1.0,8,8.0,3.0042529106140137,-0.6808454990386963
sub-06,30,reward,306.0,1.0,9,9.0,3.8714356422424316,-0.6573657989501953
sub-06,30,reward,306.0,1.0,10,10.0,3.237516164779663,-0.7699501514434814
sub-06,30,reward,306.0,1.0,11,11.0,1.1384526491165161,-3.2291793823242188
sub-06,30,reward,306.0,1.0,12,12.0,4.725629806518555,2.2894983291625977
sub-06,30,reward,306.0,1.0,13,13.0,4.8476972579956055,-0.8193112015724182
