subject,trial_id,condition,onset_s,tr_s,tr_relative,time_from_cue_s,nacc_psc,vta_psc
sub-06,2,reward,23.0,1.0,10,10.0,-1.8311156034469604,-0.5863345265388489
sub-06,2,reward,23.0,1.0,11,11.0,-2.1106021404266357,-0.23776869475841522
sub-06,2,reward,23.0,1.0,12,12.0,-3.882436990737915,-2.793921709060669
sub-06,2,reward,23.0,1.0,13,13.0,-3.8395283222198486,-2.008288621902466
sub-06,3,neutral,35.0,1.0,-2,-2.0,-1.8311156034469604,-0.5863345265388489
sub-06,3,neutral,35.0,1.0,-1,-1.0,-2.1106021404266357,-0.23776869475841522
sub-06,3,neutral,35.0,1.0,0,0.0,-3.882436990737915,-2.793921709060669
sub-06,3,neutral,35.0,1.0,1,1.0,-3.8395283222198486,-2.008288621902466
sub-06,3,neutral,35.0,1.0,2,2.0,-2.811903476715088,-1.1751041412353516
sub-06,3,neutral,35.0,1.0,3,3.0,-4.64205265045166,-1.5947011709213257
sub-06,3,neutral,35.0,1.0,4,4.0,-4.559863567352295,-1.27924382686615
sub-06,3,neutral,35.0,1.0,5,5.0,-2.2819228172302246,0.8621153831481934
sub-06,3,neutral,35.0,1.0,6,6.0,-4.473447799682617,-3.519347667694092
sub-06,3,neutral,35.0,1.0,7,7.0,-3.37904691696167,-0.39790457487106323
sub-06,3,neutral,35.0,1.0,8,8.0,-3.7020483016967773,-0.3178366422653198
sub-06,3,neutral,35.0,1.0,9,9.0,-3.507765769958496,-0.7440576553344727
sub-06,3,neutral,35.0,1.0,10,10.0,-2.205786943435669,0.6110764741897583
sub-06,3,neutral,35.0,1.0,11,11.0,-4.3238844871521,-2.122068405151367
sub-06,3,neutral,35.0,1.0,12,12.0,-4.556541919708252,-0.7560991048812866
sub-06,3,neutral,35.0,1.0,13,13.0,-2.9170541763305664,-1.0781804323196411
sub-06,4,reward,41.0,1.0,-2,-2.0,-4.559863567352295,-1.27924382686615
sub-06,4,reward,41.0,1.0,-1,-1.0,-2.2819228172302246,0.8621153831481934
sub-06,4,reward,41.0,1.0,0,0.0,-4.473447799682617,-3.519347667694092
sub-06,4,reward,41.0,1.0,1,1.0,-3.37904691696167,-0.39790457487106323
sub-06,4,reward,41.0,1.0,2,2.0,-3.7020483016967773,-0.3178366422653198
sub-06,4,reward,41.0,1.0,3,3.0,-3.507765769958496,-0.7440576553344727
sub-06,4,reward,41.0,1.0,4,4.0,-2.205786943435669,0.6110764741897583
sub-06,4,reward,41.0,1.0,5,5.0,-4.3238844871521,-2.122068405151367
sub-06,4,reward,41.0,1.0,6,6.0,-4.556541919708252,-0.7560991048812866
sub-06,4,reward,41.0,1.0,7,7.0,-2.9170541763305664,-1.0781804323196411
sub-06,4,reward,41.0,1.0,8,8.0,-4.413016319274902,-2.5928471088409424
sub-06,4,reward,41.0,1.0,9,9.0,-2.252316951751709,2.2455434799194336
sub-06,4,reward,41.0,1.0,10,10.0,-3.86128568649292,-1.8234667778015137
sub-06,4,reward,41.0,1.0,11,11.0,-3.6080832481384277,-1.6049442291259766
sub-06,4,reward,41.0,1.0,12,12.0,-3.4020090103149414,-0.7512847185134888
sub-06,4,reward,41.0,1.0,13,13.0,-4.2021164894104,-4.6294636726379395
sub-06,5,reward,48.0,1.0,-2,-2.0,-4.3238844871521,-2.122068405151367
sub-06,5,reward,48.0,1.0,-1,-1.0,-4.556541919708252,-0.7560991048812866
sub-06,5,reward,48.0,1.0,0,0.0,-2.9170541763305664,-1.0781804323196411
sub-06,5,reward,48.0,1.0,1,1.0,-4.413016319274902,-2.5928471088409424
sub-06,5,reward,48.0,1.0,2,2.0,-2.252316951751709,2.2455434799194336
sub-06,5,reward,48.0,1.0,3,3.0,-3.86128568649292,-1.8234667778015137
sub-06,5,reward,48.0,1.0,4,4.0,-3.6080832481384277,-1.6049442291259766
sub-06,5,reward,48.0,1.0,5,5.0,-3.4020090103149414,-0.7512847185134888
sub-06,5,reward,48.0,1.0,6,6.0,-4.2021164894104,-4.6294636726379395
sub-06,5,reward,48.0,1.0,7,7.0,-1.6745940446853638,0.6718758344650269
sub-06,5,reward,48.0,1.0,8,8.0,-1.5274474620819092,1.6519596576690674
sub-06,5,reward,48.0,1.0,9,9.0,-3.2210216522216797,-2.217785596847534
sub-06,5,reward,48.0,1.0,10,10.0,-2.324831485748291,-0.6164270043373108
sub-06,5,reward,48.0,1.0,11,11.0,-2.7853128910064697,-1.0691436529159546
sub-06,5,reward,48.0,1.0,12,12.0,-2.94425106048584,-0.974029541015625
sub-06,5,reward,48.0,1.0,13,13.0,-1.7788394689559937,0.6953555941581726
sub-06,6,reward,53.0,1.0,-2,-2.0,-3.86128568649292,-1.8234667778015137
sub-06,6,reward,53.0,1.0,-1,-1.0,-3.6080832481384277,-1.6049442291259766
sub-06,6,reward,53.0,1.0,0,0.0,-3.4020090103149414,-0.7512847185134888
sub-06,6,reward,53.0,1.0,1,1.0,-4.2021164894104,-4.6294636726379395
sub-06,6,reward,53.0,1.0,2,2.0,-1.6745940446853638,0.6718758344650269
sub-06,6,reward,53.0,1.0,3,3.0,-1.5274474620819092,1.6519596576690674
sub-06,6,reward,53.0,1.0,4,4.0,-3.2210216522216797,-2.217785596847534
sub-06,6,reward,53.0,1.0,5,5.0,-2.324831485748291,-0.6164270043373108
sub-06,6,reward,53.0,1.0,6,6.0,-2.7853128910064697,-1.0691436529159546
sub-06,6,reward,53.0,1.0,7,7.0,-2.94425106048584,-0.974029541015625
sub-06,6,reward,53.0,1.0,8,8.0,-1.7788394689559937,0.6953555941581726
sub-06,6,reward,53.0,1.0,9,9.0,-3.1131551265716553,-0.34792912006378174
sub-06,6,reward,53.0,1.0,10,10.0,-3.900864839553833,-1.7951726913452148
sub-06,6,reward,53.0,1.0,11,11.0,-3.354266881942749,-0.46532782912254333
sub-06,6,reward,53.0,1.0,12,12.0,-4.558659076690674,-2.5687642097473145
sub-06,6,reward,53.0,1.0,13,13.0,-1.673082709312439,1.2787076234817505
sub-06,7,reward,65.0,1.0,-2,-2.0,-3.900864839553833,-1.7951726913452148
sub-06,7,reward,65.0,1.0,-1,-1.0,-3.354266881942749,-0.46532782912254333
sub-06,7,reward,65.0,1.0,0,0.0,-4.558659076690674,-2.5687642097473145
sub-06,7,reward,65.0,1.0,1,1.0,-1.673082709312439,1.2787076234817505
sub-06,7,reward,65.0,1.0,2,2.0,-2.5073301792144775,-1.3292192220687866
sub-06,7,reward,65.0,1.0,3,3.0,-4.1477227210998535,-2.171429395675659
sub-06,7,reward,65.0,1.0,4,4.0,-2.135681390762329,-0.2269224375486374
sub-06,7,reward,65.0,1.0,5,5.0,-3.6606507301330566,-1.948684573173523
sub-06,7,reward,65.0,1.0,6,6.0,-2.7608394622802734,0.44250714778900146
sub-06,7,reward,65.0,1.0,7,7.0,-2.638465404510498,-0.8235223889350891
sub-06,7,reward,65.0,1.0,8,8.0,-3.9298722743988037,-2.6446211338043213
sub-06,7,reward,65.0,1.0,9,9.0,-3.2599947452545166,-0.5508133172988892
sub-06,7,reward,65.0,1.0,10,10.0,-3.0539281368255615,0.38231098651885986
sub-06,7,reward,65.0,1.0,11,11.0,-3.2971651554107666,-1.249754548072815
sub-06,7,reward,65.0,1.0,12,12.0,-1.7594987154006958,0.5580962896347046
sub-06,7,reward,65.0,1.0,13,13.0,-4.0999884605407715,-2.2057442665100098
sub-06,8,neutral,86.0,1.0,-2,-2.0,-2.5677614212036133,0.05180734768509865
sub-06,8,neutral,86.0,1.0,-1,-1.0,-3.1702568531036377,-0.6453242897987366
sub-06,8,neutral,86.0,1.0,0,0.0,-2.637260913848877,-0.4213731288909912
sub-06,8,neutral,86.0,1.0,1,1.0,-3.466675043106079,-0.853626012802124
sub-06,8,neutral,86.0,1.0,2,2.0,-2.892580986022949,-0.2522117495536804
sub-06,8,neutral,86.0,1.0,3,3.0,-2.0849242210388184,0.39133650064468384
sub-06,8,neutral,86.0,1.0,4,4.0,-2.236298084259033,-0.7928266525268555
sub-06,8,neutral,86.0,1.0,5,5.0,-1.9438154697418213,0.5863903760910034
sub-06,8,neutral,86.0,1.0,6,6.0,-4.45199728012085,-0.7037220597267151
sub-06,8,neutral,86.0,1.0,7,7.0,-3.1753969192504883,0.7146241664886475
sub-06,8,neutral,86.0,1.0,8,8.0,-1.8422935009002686,0.23602615296840668
sub-06,8,neutral,86.0,1.0,9,9.0,-2.3287594318389893,-0.6627833247184753
sub-06,8,neutral,86.0,1.0,10,10.0,-2.605530023574829,1.7717598676681519
sub-06,8,neutral,86.0,1.0,11,11.0,-2.5889127254486084,-0.7573054432868958
sub-06,8,neutral,86.0,1.0,12,12.0,-2.881702184677124,-3.444697141647339
sub-06,8,neutral,86.0,1.0,13,13.0,-1.6776167154312134,1.8704932928085327
sub-06,9,neutral,100.0,1.0,-2,-2.0,-2.881702184677124,-3.444697141647339
sub-06,9,neutral,100.0,1.0,-1,-1.0,-1.6776167154312134,1.8704932928085327
sub-06,9,neutral,100.0,1.0,0,0.0,-0.42186877131462097,-0.716366708278656
sub-06,9,neutral,100.0,1.0,1,1.0,-2.130242109298706,-0.28171223402023315
sub-06,9,neutral,100.0,1.0,2,2.0,-1.1570109128952026,1.206470012664795
sub-06,9,neutral,100.0,1.0,3,3.0,-0.8179907202720642,-1.1022521257400513
sub-06,9,neutral,100.0,1.0,4,4.0,-0.08587130159139633,2.595918893814087
sub-06,9,neutral,100.0,1.0,5,5.0,-2.451432704925537,-0.34913551807403564
sub-06,9,neutral,100.0,1.0,6,6.0,0.17488807439804077,0.5021112561225891
sub-06,9,neutral,100.0,1.0,7,7.0,-1.4522093534469604,-0.4255954623222351
sub-06,9,neutral,100.0,1.0,8,8.0,-1.169999361038208,2.045072078704834
sub-06,9,neutral,100.0,1.0,9,9.0,-0.7297641634941101,1.2275370359420776
sub-06,9,neutral,100.0,1.0,10,10.0,-2.3390321731567383,0.2817792594432831
sub-06,9,neutral,100.0,1.0,11,11.0,0.04888519272208214,1.6345006227493286
sub-06,9,neutral,100.0,1.0,12,12.0,-1.2887446880340576,-1.1973775625228882
sub-06,9,neutral,100.0,1.0,13,13.0,0.592460572719574,3.0185320377349854
sub-06,10,reward,120.0,1.0,-2,-2.0,0.5870212316513062,1.2154955863952637
sub-06,10,reward,120.0,1.0,-1,-1.0,-1.0325193405151367,0.5574930906295776
sub-06,10,reward,120.0,1.0,0,0.0,0.8187732696533203,1.2732901573181152
sub-06,10,reward,120.0,1.0,1,1.0,-0.30976733565330505,-0.35334667563438416
sub-06,10,reward,120.0,1.0,2,2.0,1.6451647281646729,3.6873695850372314
sub-06,10,reward,120.0,1.0,3,3.0,-1.6839613914489746,-0.5748962163925171
sub-06,10,reward,120.0,1.0,4,4.0,-0.3402860462665558,1.1251957416534424
sub-06,10,reward,120.0,1.0,5,5.0,-1.3993347883224487,0.044580236077308655
sub-06,10,reward,120.0,1.0,6,6.0,0.5296126008033752,-0.10592692345380783
sub-06,10,reward,120.0,1.0,7,7.0,0.8242126107215881,3.3213448524475098
sub-06,10,reward,120.0,1.0,8,8.0,0.5012112855911255,-0.15347842872142792
sub-06,10,reward,120.0,1.0,9,9.0,-0.7463814616203308,-0.17876774072647095
sub-06,10,reward,120.0,1.0,10,10.0,0.5773546695709229,0.4449198842048645
sub-06,10,reward,120.0,1.0,11,11.0,0.13016872107982635,-1.0360352993011475
sub-06,10,reward,120.0,1.0,12,12.0,0.662865400314331,2.494180917739868
sub-06,10,reward,120.0,1.0,13,13.0,-1.1591206789016724,-0.22150489687919617
sub-06,11,reward,134.0,1.0,-2,-2.0,0.662865400314331,2.494180917739868
sub-06,11,reward,134.0,1.0,-1,-1.0,-1.1591206789016724,-0.22150489687919617
sub-06,11,reward,134.0,1.0,0,0.0,0.47402217984199524,0.45454859733581543
sub-06,11,reward,134.0,1.0,1,1.0,-0.20068860054016113,0.5406372547149658
sub-06,11,reward,134.0,1.0,2,2.0,0.6498692631721497,-0.9035903215408325
sub-06,11,reward,134.0,1.0,3,3.0,2.4298593997955322,0.6598343849182129
sub-06,11,reward,134.0,1.0,4,4.0,0.39817801117897034,-0.39368224143981934
sub-06,11,reward,134.0,1.0,5,5.0,2.597252130508423,0.9024509191513062
sub-06,11,reward,134.0,1.0,6,6.0,-3.0046746730804443,-2.7885043621063232
sub-06,11,reward,134.0,1.0,7,7.0,1.401329517364502,1.9505611658096313
sub-06,11,reward,134.0,1.0,8,8.0,0.8686327934265137,-2.201533079147339
sub-06,11,reward,134.0,1.0,9,9.0,1.068055510520935,0.09033333510160446
sub-06,11,reward,134.0,1.0,10,10.0,1.0656388998031616,-0.7518879175186157
sub-06,11,reward,134.0,1.0,11,11.0,-1.1298141479492188,-2.622950792312622
sub-06,11,reward,134.0,1.0,12,12.0,1.6512101888656616,1.975839376449585
sub-06,11,reward,134.0,1.0,13,13.0,-0.2807599604129791,1.0601739883422852
sub-06,12,reward,145.0,1.0,-2,-2.0,1.068055510520935,0.09033333510160446
sub-06,12,reward,145.0,1.0,-1,-1.0,1.0656388998031616,-0.7518879175186157
sub-06,12,reward,145.0,1.0,0,0.0,-1.1298141479492188,-2.622950792312622
sub-06,12,reward,145.0,1.0,1,1.0,1.6512101888656616,1.975839376449585
sub-06,12,reward,145.0,1.0,2,2.0,-0.2807599604129791,1.0601739883422852
sub-06,12,reward,145.0,1.0,3,3.0,0.10086215287446976,1.4250036478042603
sub-06,12,reward,145.0,1.0,4,4.0,0.5090672969818115,1.8728948831558228
sub-06,12,reward,145.0,1.0,5,5.0,-1.269411563873291,-0.495431512594223
sub-06,12,reward,145.0,1.0,6,6.0,0.7686222195625305,0.8434500098228455
sub-06,12,reward,145.0,1.0,7,7.0,-1.4579555988311768,-0.5279367566108704
sub-06,12,reward,145.0,1.0,8,8.0,0.8952234983444214,0.43708959221839905
sub-06,12,reward,145.0,1.0,9,9.0,2.430764675140381,2.6747806072235107
sub-06,12,reward,145.0,1.0,10,10.0,3.750572919845581,0.39555883407592773
sub-06,12,reward,145.0,1.0,11,11.0,2.601486921310425,-0.5550245046615601
sub-06,12,reward,145.0,1.0,12,12.0,1.912575602531433,0.23060859739780426
sub-06,12,reward,145.0,1.0,13,13.0,4.46094274520874,1.7946364879608154
sub-06,13,reward,153.0,1.0,-2,-2.0,0.7686222195625305,0.8434500098228455
sub-06,13,reward,153.0,1.0,-1,-1.0,-1.4579555988311768,-0.5279367566108704
sub-06,13,reward,153.0,1.0,0,0.0,0.8952234983444214,0.43708959221839905
sub-06,13,reward,153.0,1.0,1,1.0,2.430764675140381,2.6747806072235107
sub-06,13,reward,153.0,1.0,2,2.0,3.750572919845581,0.39555883407592773
sub-06,13,reward,153.0,1.0,3,3.0,2.601486921310425,-0.5550245046615601
sub-06,13,reward,153.0,1.0,4,4.0,1.912575602531433,0.23060859739780426
sub-06,13,reward,153.0,1.0,5,5.0,4.46094274520874,1.7946364879608154
sub-06,13,reward,153.0,1.0,6,6.0,1.9467154741287231,-0.3280685245990753
sub-06,13,reward,153.0,1.0,7,7.0,1.2825841903686523,-1.2046046257019043
sub-06,13,reward,153.0,1.0,8,8.0,1.6442594528198242,0.28839200735092163
sub-06,13,reward,153.0,1.0,9,9.0,2.3153414726257324,-0.5261272192001343
sub-06,13,reward,153.0,1.0,10,10.0,4.327989101409912,1.352754831314087
sub-06,13,reward,153.0,1.0,11,11.0,1.889007568359375,-0.6489434242248535
sub-06,13,reward,153.0,1.0,12,12.0,3.9599690437316895,1.3455389738082886
sub-06,13,reward,153.0,1.0,13,13.0,3.7955992221832275,-0.43401777744293213
sub-06,14,neutral,161.0,1.0,-2,-2.0,1.9467154741287231,-0.3280685245990753
sub-06,14,neutral,161.0,1.0,-1,-1.0,1.2825841903686523,-1.2046046257019043
sub-06,14,neutral,161.0,1.0,0,0.0,1.6442594528198242,0.28839200735092163
sub-06,14,neutral,161.0,1.0,1,1.0,2.3153414726257324,-0.5261272192001343
sub-06,14,neutral,161.0,1.0,2,2.0,4.327989101409912,1.352754831314087
sub-06,14,neutral,161.0,1.0,3,3.0,1.889007568359375,-0.6489434242248535
sub-06,14,neutral,161.0,1.0,4,4.0,3.9599690437316895,1.3455389738082886
sub-06,14,neutral,161.0,1.0,5,5.0,3.7955992221832275,-0.43401777744293213
sub-06,14,neutral,161.0,1.0,6,6.0,3.858140230178833,0.4708124101161957
sub-06,14,neutral,161.0,1.0,7,7.0,4.480881690979004,3.0378005504608154
sub-06,14,neutral,161.0,1.0,8,8.0,2.8948748111724854,-0.5405814051628113
sub-06,14,neutral,161.0,1.0,9,9.0,5.256209373474121,1.8470134735107422
sub-06,14,neutral,161.0,1.0,10,10.0,4.971275806427002,0.5201734900474548
sub-06,14,neutral,161.0,1.0,11,11.0,1.6469829082489014,-0.17756135761737823
sub-06,14,neutral,161.0,1.0,12,12.0,0.6930772662162781,0.34137222170829773
sub-06,14,neutral,161.0,1.0,13,13.0,3.006976366043091,0.4334816336631775
sub-06,15,reward,173.0,1.0,-2,-2.0,4.971275806427002,0.5201734900474548
sub-06,15,reward,173.0,1.0,-1,-1.0,1.6469829082489014,-0.17756135761737823
sub-06,15,reward,173.0,1.0,0,0.0,0.6930772662162781,0.34137222170829773
sub-06,15,reward,173.0,1.0,1,1.0,3.006976366043091,0.4334816336631775
sub-06,15,reward,173.0,1.0,2,2.0,2.62172532081604,-0.5857313275337219
sub-06,15,reward,173.0,1.0,3,3.0,3.9790029525756836,1.9547723531723022
sub-06,15,reward,173.0,1.0,4,4.0,3.0961081981658936,0.14391674101352692
sub-06,15,reward,173.0,1.0,5,5.0,1.2429972887039185,-0.5026474595069885
sub-06,15,reward,173.0,1.0,6,6.0,1.037835955619812,0.653221607208252
sub-06,15,reward,173.0,1.0,7,7.0,5.145319938659668,3.7373337745666504
sub-06,15,reward,173.0,1.0,8,8.0,3.612187623977661,0.7940889000892639
sub-06,15,reward,173.0,1.0,9,9.0,4.291125774383545,0.45154380798339844
sub-06,15,reward,173.0,1.0,10,10.0,5.030502796173096,0.5863903760910034
sub-06,15,reward,173.0,1.0,11,11.0,3.4689691066741943,0.634556233882904
sub-06,15,reward,173.0,1.0,12,12.0,1.6530207395553589,-0.8957711458206177
sub-06,15,reward,173.0,1.0,13,13.0,-1.0902348756790161,-2.7397351264953613
sub-06,16,neutral,179.0,1.0,-2,-2.0,3.0961081981658936,0.14391674101352692
sub-06,16,neutral,179.0,1.0,-1,-1.0,1.2429972887039185,-0.5026474595069885
sub-06,16,neutral,179.0,1.0,0,0.0,1.037835955619812,0.653221607208252
sub-06,16,neutral,179.0,1.0,1,1.0,5.145319938659668,3.7373337745666504
sub-06,16,neutral,179.0,1.0,2,2.0,3.612187623977661,0.7940889000892639
sub-06,16,neutral,179.0,1.0,3,3.0,4.291125774383545,0.45154380798339844
sub-06,16,neutral,179.0,1.0,4,4.0,5.030502796173096,0.5863903760910034
sub-06,16,neutral,179.0,1.0,5,5.0,3.4689691066741943,0.634556233882904
sub-06,16,neutral,179.0,1.0,6,6.0,1.6530207395553589,-0.8957711458206177
sub-06,16,neutral,179.0,1.0,7,7.0,-1.0902348756790161,-2.7397351264953613
sub-06,16,neutral,179.0,1.0,8,8.0,1.456620693206787,3.4170620441436768
sub-06,16,neutral,179.0,1.0,9,9.0,1.6923006772994995,2.374380588531494
sub-06,16,neutral,179.0,1.0,10,10.0,1.7324936389923096,0.03434833884239197
sub-06,16,neutral,179.0,1.0,11,11.0,3.982930898666382,2.9697742462158203
sub-06,16,neutral,179.0,1.0,12,12.0,2.8036255836486816,2.7319719791412354
sub-06,16,neutral,179.0,1.0,13,13.0,-0.2278853952884674,-0.9866741895675659
sub-06,17,reward,186.0,1.0,-2,-2.0,3.4689691066741943,0.634556233882904
sub-06,17,reward,186.0,1.0,-1,-1.0,1.6530207395553589,-0.8957711458206177
sub-06,17,reward,186.0,1.0,0,0.0,-1.0902348756790161,-2.7397351264953613
sub-06,17,reward,186.0,1.0,1,1.0,1.456620693206787,3.4170620441436768
sub-06,17,reward,186.0,1.0,2,2.0,1.6923006772994995,2.374380588531494
sub-06,17,reward,186.0,1.0,3,3.0,1.7324936389923096,0.03434833884239197
sub-06,17,reward,186.0,1.0,4,4.0,3.982930898666382,2.9697742462158203
sub-06,17,reward,186.0,1.0,5,5.0,2.8036255836486816,2.7319719791412354
sub-06,17,reward,186.0,1.0,6,6.0,-0.2278853952884674,-0.9866741895675659
sub-06,17,reward,186.0,1.0,7,7.0,3.010904312133789,3.102811098098755
sub-06,17,reward,186.0,1.0,8,8.0,0.16371016204357147,0.8350276947021484
sub-06,17,reward,186.0,1.0,9,9.0,1.009434700012207,2.7259511947631836
sub-06,17,reward,186.0,1.0,10,10.0,0.9450753331184387,1.2919554710388184
sub-06,17,reward,186.0,1.0,11,11.0,0.08423719555139542,-0.7849963903427124
sub-06,17,reward,186.0,1.0,12,12.0,3.008786916732788,3.0829505920410156
sub-06,17,reward,186.0,1.0,13,13.0,2.502681016921997,1.4659423828125
sub-06,18,neutral,193.0,1.0,-2,-2.0,2.8036255836486816,2.7319719791412354
sub-06,18,neutral,193.0,1.0,-1,-1.0,-0.2278853952884674,-0.9866741895675659
sub-06,18,neutral,193.0,1.0,0,0.0,3.010904312133789,3.102811098098755
sub-06,18,neutral,193.0,1.0,1,1.0,0.16371016204357147,0.8350276947021484
sub-06,18,neutral,193.0,1.0,2,2.0,1.009434700012207,2.7259511947631836
sub-06,18,neutral,193.0,1.0,3,3.0,0.9450753331184387,1.2919554710388184
sub-06,18,neutral,193.0,1.0,4,4.0,0.08423719555139542,-0.7849963903427124
sub-06,18,neutral,193.0,1.0,5,5.0,3.008786916732788,3.0829505920410156
sub-06,18,neutral,193.0,1.0,6,6.0,2.502681016921997,1.4659423828125
sub-06,18,neutral,193.0,1.0,7,7.0,2.1618502140045166,2.813246250152588
sub-06,18,neutral,193.0,1.0,8,8.0,2.179372787475586,1.7007174491882324
sub-06,18,neutral,193.0,1.0,9,9.0,0.30088329315185547,1.2732901573181152
sub-06,18,neutral,193.0,1.0,10,10.0,1.5330709218978882,2.67297101020813
sub-06,18,neutral,193.0,1.0,11,11.0,-8.05578327178955,-10.119831085205078
sub-06,18,neutral,193.0,1.0,12,12.0,0.969249427318573,4.660226345062256
sub-06,18,neutral,193.0,1.0,13,13.0,-0.7276467084884644,0.7284640669822693
sub-06,19,reward,199.0,1.0,-2,-2.0,0.08423719555139542,-0.7849963903427124
sub-06,19,reward,199.0,1.0,-1,-1.0,3.008786916732788,3.0829505920410156
sub-06,19,reward,199.0,1.0,0,0.0,2.502681016921997,1.4659423828125
sub-06,19,reward,199.0,1.0,1,1.0,2.1618502140045166,2.813246250152588
sub-06,19,reward,199.0,1.0,2,2.0,2.179372787475586,1.7007174491882324
sub-06,19,reward,199.0,1.0,3,3.0,0.30088329315185547,1.2732901573181152
sub-06,19,reward,199.0,1.0,4,4.0,1.5330709218978882,2.67297101020813
sub-06,19,reward,199.0,1.0,5,5.0,-8.05578327178955,-10.119831085205078
sub-06,19,reward,199.0,1.0,6,6.0,0.969249427318573,4.660226345062256
sub-06,19,reward,199.0,1.0,7,7.0,-0.7276467084884644,0.7284640669822693
sub-06,19,reward,199.0,1.0,8,8.0,0.5580215454101562,0.46598687767982483
sub-06,19,reward,199.0,1.0,9,9.0,0.8505041599273682,0.9843284487724304
sub-06,19,reward,199.0,1.0,10,10.0,0.1410474330186844,-0.6537578105926514
sub-06,19,reward,199.0,1.0,11,11.0,1.5082907676696777,1.458112120628357
sub-06,19,reward,199.0,1.0,12,12.0,0.03831334784626961,0.44973424077033997
sub-06,19,reward,199.0,1.0,13,13.0,-0.014262016862630844,0.32692915201187134
sub-06,20,neutral,204.0,1.0,-2,-2.0,0.30088329315185547,1.2732901573181152
sub-06,20,neutral,204.0,1.0,-1,-1.0,1.5330709218978882,2.67297101020813
sub-06,20,neutral,204.0,1.0,0,0.0,-8.05578327178955,-10.119831085205078
sub-06,20,neutral,204.0,1.0,1,1.0,0.969249427318573,4.660226345062256
sub-06,20,neutral,204.0,1.0,2,2.0,-0.7276467084884644,0.7284640669822693
sub-06,20,neutral,204.0,1.0,3,3.0,0.5580215454101562,0.46598687767982483
sub-06,20,neutral,204.0,1.0,4,4.0,0.8505041599273682,0.9843284487724304
sub-06,20,neutral,204.0,1.0,5,5.0,0.1410474330186844,-0.6537578105926514
sub-06,20,neutral,204.0,1.0,6,6.0,1.5082907676696777,1.458112120628357
sub-06,20,neutral,204.0,1.0,7,7.0,0.03831334784626961,0.44973424077033997
sub-06,20,neutral,204.0,1.0,8,8.0,-0.014262016862630844,0.32692915201187134
sub-06,20,neutral,204.0,1.0,9,9.0,1.334852695465088,1.6531660556793213
sub-06,20,neutral,204.0,1.0,10,10.0,-0.26233211159706116,0.17942678928375244
sub-06,20,neutral,204.0,1.0,11,11.0,1.6509109735488892,2.2184557914733887
sub-06,20,neutral,204.0,1.0,12,12.0,0.06188134849071503,0.09876683354377747
sub-06,20,neutral,204.0,1.0,13,13.0,0.01565062627196312,0.8296101093292236
sub-06,21,neutral,216.0,1.0,-2,-2.0,-0.26233211159706116,0.17942678928375244
sub-06,21,neutral,216.0,1.0,-1,-1.0,1.6509109735488892,2.2184557914733887
sub-06,21,neutral,216.0,1.0,0,0.0,0.06188134849071503,0.09876683354377747
