subject,trial_id,condition,onset_s,tr_s,tr_relative,time_from_cue_s,nacc_psc,vta_psc
sub-11,3,neutral,35.0,1.0,-1,-1.0,-3.0440027713775635,-0.7946280241012573
sub-11,3,neutral,35.0,1.0,0,0.0,-2.7140495777130127,0.1717788279056549
sub-11,3,neutral,35.0,1.0,1,1.0,-2.2248013019561768,-0.4157834053039551
sub-11,3,neutral,35.0,1.0,2,2.0,-1.7951174974441528,-0.2970847487449646
sub-11,3,neutral,35.0,1.0,3,3.0,-2.0333852767944336,-0.6650428771972656
sub-11,3,neutral,35.0,1.0,4,4.0,-1.8747652769088745,-0.9301442503929138
sub-11,3,neutral,35.0,1.0,5,5.0,-1.7121269702911377,0.039228130131959915
sub-11,3,neutral,35.0,1.0,6,6.0,-2.0019314289093018,-1.0260846614837646
sub-11,3,neutral,35.0,1.0,7,7.0,-3.14707612991333,-1.667065143585205
sub-11,3,neutral,35.0,1.0,8,8.0,-1.4839051961898804,-1.3999931812286377
sub-11,3,neutral,35.0,1.0,9,9.0,-3.1189651489257812,-0.5967969298362732
sub-11,3,neutral,35.0,1.0,10,10.0,-1.5013034343719482,-1.5899032354354858
sub-11,3,neutral,35.0,1.0,11,11.0,-2.2020423412323,-1.4355988502502441
sub-11,3,neutral,35.0,1.0,12,12.0,-2.5735034942626953,-0.8628739714622498
sub-11,3,neutral,35.0,1.0,13,13.0,-2.6912906169891357,-0.7056040167808533
sub-11,4,reward,41.0,1.0,-2,-2.0,-1.8747652769088745,-0.9301442503929138
sub-11,4,reward,41.0,1.0,-1,-1.0,-1.7121269702911377,0.039228130131959915
sub-11,4,reward,41.0,1.0,0,0.0,-2.0019314289093018,-1.0260846614837646
sub-11,4,reward,41.0,1.0,1,1.0,-3.14707612991333,-1.667065143585205
sub-11,4,reward,41.0,1.0,2,2.0,-1.4839051961898804,-1.3999931812286377
sub-11,4,reward,41.0,1.0,3,3.0,-3.1189651489257812,-0.5967969298362732
sub-11,4,reward,41.0,1.0,4,4.0,-1.5013034343719482,-1.5899032354354858
sub-11,4,reward,41.0,1.0,5,5.0,-2.2020423412323,-1.4355988502502441
sub-11,4,reward,41.0,1.0,6,6.0,-2.5735034942626953,-0.8628739714622498
sub-11,4,reward,41.0,1.0,7,7.0,-2.6912906169891357,-0.7056040167808533
sub-11,4,reward,41.0,1.0,8,8.0,-2.463735580444336,-1.2150191068649292
sub-11,4,reward,41.0,1.0,9,9.0,-2.6397626399993896,-0.40291666984558105
sub-11,4,reward,41.0,1.0,10,10.0,-3.684509754180908,-0.326759397983551
sub-11,4,reward,41.0,1.0,11,11.0,-2.683929443359375,-0.7441753149032593
sub-11,4,reward,41.0,1.0,12,12.0,-2.5748372077941895,-0.5928364396095276
sub-11,4,reward,41.0,1.0,13,13.0,-2.5828652381896973,-2.0498604774475098
sub-11,5,reward,48.0,1.0,-2,-2.0,-2.2020423412323,-1.4355988502502441
sub-11,5,reward,48.0,1.0,-1,-1.0,-2.5735034942626953,-0.8628739714622498
sub-11,5,reward,48.0,1.0,0,0.0,-2.6912906169891357,-0.7056040167808533
sub-11,5,reward,48.0,1.0,1,1.0,-2.463735580444336,-1.2150191068649292
sub-11,5,reward,48.0,1.0,2,2.0,-2.6397626399993896,-0.40291666984558105
sub-11,5,reward,48.0,1.0,3,3.0,-3.684509754180908,-0.326759397983551
sub-11,5,reward,48.0,1.0,4,4.0,-2.683929443359375,-0.7441753149032593
sub-11,5,reward,48.0,1.0,5,5.0,-2.5748372077941895,-0.5928364396095276
sub-11,5,reward,48.0,1.0,6,6.0,-2.5828652381896973,-2.0498604774475098
sub-11,5,reward,48.0,1.0,7,7.0,-3.4984545707702637,-0.323784202337265
sub-11,5,reward,48.0,1.0,8,8.0,-3.517194986343384,-0.3277446925640106
sub-11,5,reward,48.0,1.0,9,9.0,-1.9624409675598145,0.042203325778245926
sub-11,5,reward,48.0,1.0,10,10.0,-2.609642505645752,-2.1655936241149902
sub-11,5,reward,48.0,1.0,11,11.0,-1.224887728691101,-4.427794456481934
sub-11,5,reward,48.0,1.0,12,12.0,-1.3159149885177612,0.61491858959198
sub-11,5,reward,48.0,1.0,13,13.0,-3.2635295391082764,-0.6818604469299316
sub-11,6,reward,53.0,1.0,-2,-2.0,-3.684509754180908,-0.326759397983551
sub-11,6,reward,53.0,1.0,-1,-1.0,-2.683929443359375,-0.7441753149032593
sub-11,6,reward,53.0,1.0,0,0.0,-2.5748372077941895,-0.5928364396095276
sub-11,6,reward,53.0,1.0,1,1.0,-2.5828652381896973,-2.0498604774475098
sub-11,6,reward,53.0,1.0,2,2.0,-3.4984545707702637,-0.323784202337265
sub-11,6,reward,53.0,1.0,3,3.0,-3.517194986343384,-0.3277446925640106
sub-11,6,reward,53.0,1.0,4,4.0,-1.9624409675598145,0.042203325778245926
sub-11,6,reward,53.0,1.0,5,5.0,-2.609642505645752,-2.1655936241149902
sub-11,6,reward,53.0,1.0,6,6.0,-1.224887728691101,-4.427794456481934
sub-11,6,reward,53.0,1.0,7,7.0,-1.3159149885177612,0.61491858959198
sub-11,6,reward,53.0,1.0,8,8.0,-3.2635295391082764,-0.6818604469299316
sub-11,6,reward,53.0,1.0,9,9.0,-1.9296448230743408,-0.9964099526405334
sub-11,6,reward,53.0,1.0,10,10.0,-1.3968963623046875,0.40719592571258545
sub-11,6,reward,53.0,1.0,11,11.0,-2.366022825241089,-0.3356560170650482
sub-11,6,reward,53.0,1.0,12,12.0,-2.614994525909424,-0.7946280241012573
sub-11,6,reward,53.0,1.0,13,13.0,-3.717972755432129,-0.8846372961997986
sub-11,7,reward,65.0,1.0,-2,-2.0,-1.3968963623046875,0.40719592571258545
sub-11,7,reward,65.0,1.0,-1,-1.0,-2.366022825241089,-0.3356560170650482
sub-11,7,reward,65.0,1.0,0,0.0,-2.614994525909424,-0.7946280241012573
sub-11,7,reward,65.0,1.0,1,1.0,-3.717972755432129,-0.8846372961997986
sub-11,7,reward,65.0,1.0,2,2.0,-2.191338300704956,-0.2792722284793854
sub-11,7,reward,65.0,1.0,3,3.0,-2.4329488277435303,-0.309941828250885
sub-11,7,reward,65.0,1.0,4,4.0,-3.327779531478882,-1.7590546607971191
sub-11,7,reward,65.0,1.0,5,5.0,-4.07938814163208,-1.6482672691345215
sub-11,7,reward,65.0,1.0,6,6.0,-2.6718831062316895,-0.5552504658699036
sub-11,7,reward,65.0,1.0,7,7.0,-1.1639807224273682,-1.7026708126068115
sub-11,7,reward,65.0,1.0,8,8.0,-1.8774412870407104,-1.7115771770477295
sub-11,7,reward,65.0,1.0,9,9.0,-0.16139984130859375,-0.63339763879776
sub-11,7,reward,65.0,1.0,10,10.0,-0.9330828189849854,-0.36137986183166504
sub-11,7,reward,65.0,1.0,11,11.0,0.38206133246421814,0.652504563331604
sub-11,7,reward,65.0,1.0,12,12.0,-2.489837408065796,-1.0488429069519043
sub-11,7,reward,65.0,1.0,13,13.0,-0.9183605313301086,-0.840125322341919
sub-11,8,neutral,86.0,1.0,-2,-2.0,-2.7160587310791016,-2.213071346282959
sub-11,8,neutral,86.0,1.0,-1,-1.0,-2.366022825241089,-1.6838730573654175
sub-11,8,neutral,86.0,1.0,0,0.0,-2.4329488277435303,-1.6037553548812866
sub-11,8,neutral,86.0,1.0,1,1.0,-4.381905555725098,-2.6176397800445557
sub-11,8,neutral,86.0,1.0,2,2.0,-2.9094839096069336,-0.6294371485710144
sub-11,8,neutral,86.0,1.0,3,3.0,-2.5527536869049072,-1.925230860710144
sub-11,8,neutral,86.0,1.0,4,4.0,-2.9590115547180176,-1.558258056640625
sub-11,8,neutral,86.0,1.0,5,5.0,-2.338578701019287,-0.2812524735927582
sub-11,8,neutral,86.0,1.0,6,6.0,-3.667778491973877,-0.17739112675189972
sub-11,8,neutral,86.0,1.0,7,7.0,-2.1090145111083984,0.20639927685260773
sub-11,8,neutral,86.0,1.0,8,8.0,-2.85794734954834,-0.58195960521698
sub-11,8,neutral,86.0,1.0,9,9.0,-1.8928390741348267,-0.4662264585494995
sub-11,8,neutral,86.0,1.0,10,10.0,-2.502559185028076,-0.38610872626304626
sub-11,8,neutral,86.0,1.0,11,11.0,-3.248140573501587,-0.3257644474506378
sub-11,8,neutral,86.0,1.0,12,12.0,-3.2059741020202637,-0.7451702356338501
sub-11,8,neutral,86.0,1.0,13,13.0,-2.4945225715637207,-0.09825868904590607
sub-11,9,neutral,100.0,1.0,-2,-2.0,-3.2059741020202637,-0.7451702356338501
sub-11,9,neutral,100.0,1.0,-1,-1.0,-2.4945225715637207,-0.09825868904590607
sub-11,9,neutral,100.0,1.0,0,0.0,-2.9683732986450195,0.5377663969993591
sub-11,9,neutral,100.0,1.0,1,1.0,-2.8365306854248047,-0.23476022481918335
sub-11,9,neutral,100.0,1.0,2,2.0,-1.3058691024780273,-0.548324465751648
sub-11,9,neutral,100.0,1.0,3,3.0,-3.0366415977478027,-0.5067780017852783
sub-11,9,neutral,100.0,1.0,4,4.0,-1.1673321723937988,0.07879435271024704
sub-11,9,neutral,100.0,1.0,5,5.0,-2.029366970062256,-1.1447832584381104
sub-11,9,neutral,100.0,1.0,6,6.0,-1.9570889472961426,-2.0271120071411133
sub-11,9,neutral,100.0,1.0,7,7.0,-3.0855021476745605,-0.9518979787826538
sub-11,9,neutral,100.0,1.0,8,8.0,-3.193260908126831,-0.6887864470481873
sub-11,9,neutral,100.0,1.0,9,9.0,-2.7956979274749756,-1.4652734994888306
sub-11,9,neutral,100.0,1.0,10,10.0,-2.9148359298706055,-0.2842179834842682
sub-11,9,neutral,100.0,1.0,11,11.0,-1.0890268087387085,-0.6472399830818176
sub-11,9,neutral,100.0,1.0,12,12.0,-2.4503469467163086,-0.605693519115448
sub-11,9,neutral,100.0,1.0,13,13.0,-1.9403574466705322,-0.9390408992767334
sub-11,10,reward,120.0,1.0,-2,-2.0,-1.5769329071044922,-0.8460660576820374
sub-11,10,reward,120.0,1.0,-1,-1.0,-2.445661783218384,-0.5077729225158691
sub-11,10,reward,120.0,1.0,0,0.0,-2.9369194507598877,-0.4573202133178711
sub-11,10,reward,120.0,1.0,1,1.0,-3.1845574378967285,-0.9647647142410278
sub-11,10,reward,120.0,1.0,2,2.0,-2.2743287086486816,-0.6264715790748596
sub-11,10,reward,120.0,1.0,3,3.0,-1.13922119140625,-0.06363824754953384
sub-11,10,reward,120.0,1.0,4,4.0,-1.8493303060531616,-0.980587363243103
sub-11,10,reward,120.0,1.0,5,5.0,-3.713287591934204,-1.8144434690475464
sub-11,10,reward,120.0,1.0,6,6.0,-2.531337022781372,-0.013195180334150791
sub-11,10,reward,120.0,1.0,7,7.0,-3.167825937271118,-0.8074851036071777
sub-11,10,reward,120.0,1.0,8,8.0,-1.5033127069473267,-0.7619878649711609
sub-11,10,reward,120.0,1.0,9,9.0,-2.091616153717041,-0.11111578345298767
sub-11,10,reward,120.0,1.0,10,10.0,-1.4578033685684204,-0.36533066630363464
sub-11,10,reward,120.0,1.0,11,11.0,-2.3740508556365967,-1.2328219413757324
sub-11,10,reward,120.0,1.0,12,12.0,-3.1383726596832275,-1.6403559446334839
sub-11,10,reward,120.0,1.0,13,13.0,-4.021832466125488,-1.6087011098861694
sub-11,11,reward,134.0,1.0,-2,-2.0,-3.1383726596832275,-1.6403559446334839
sub-11,11,reward,134.0,1.0,-1,-1.0,-4.021832466125488,-1.6087011098861694
sub-11,11,reward,134.0,1.0,0,0.0,-2.782984733581543,-1.4514214992523193
sub-11,11,reward,134.0,1.0,1,1.0,-4.46891450881958,-2.0182154178619385
sub-11,11,reward,134.0,1.0,2,2.0,-2.612318515777588,-0.5087582468986511
sub-11,11,reward,134.0,1.0,3,3.0,-2.5299947261810303,-0.10122422128915787
sub-11,11,reward,134.0,1.0,4,4.0,-2.3238563537597656,0.39532411098480225
sub-11,11,reward,134.0,1.0,5,5.0,-2.7214107513427734,0.10748372226953506
sub-11,11,reward,134.0,1.0,6,6.0,-1.9008671045303345,0.24003443121910095
sub-11,11,reward,134.0,1.0,7,7.0,-2.4804670810699463,-0.3435673117637634
sub-11,11,reward,134.0,1.0,8,8.0,-3.41345477104187,-0.051766447722911835
sub-11,11,reward,134.0,1.0,9,9.0,-2.339245557785034,-0.870794951915741
sub-11,11,reward,134.0,1.0,10,10.0,-3.1102616786956787,-0.07947053015232086
sub-11,11,reward,134.0,1.0,11,11.0,-1.1579618453979492,-2.6216001510620117
sub-11,11,reward,134.0,1.0,12,12.0,-2.6497998237609863,-1.3525059223175049
sub-11,11,reward,134.0,1.0,13,13.0,-1.9169317483901978,-0.4968864321708679
sub-11,12,reward,145.0,1.0,-2,-2.0,-2.339245557785034,-0.870794951915741
sub-11,12,reward,145.0,1.0,-1,-1.0,-3.1102616786956787,-0.07947053015232086
sub-11,12,reward,145.0,1.0,0,0.0,-1.1579618453979492,-2.6216001510620117
sub-11,12,reward,145.0,1.0,1,1.0,-2.6497998237609863,-1.3525059223175049
sub-11,12,reward,145.0,1.0,2,2.0,-1.9169317483901978,-0.4968864321708679
sub-11,12,reward,145.0,1.0,3,3.0,-3.560028314590454,-1.0745570659637451
sub-11,12,reward,145.0,1.0,4,4.0,-3.054715394973755,-0.39203980565071106
sub-11,12,reward,145.0,1.0,5,5.0,-2.6979849338531494,0.1549612581729889
sub-11,12,reward,145.0,1.0,6,6.0,-3.635657787322998,-1.1180838346481323
sub-11,12,reward,145.0,1.0,7,7.0,-3.3619179725646973,-1.3713037967681885
sub-11,12,reward,145.0,1.0,8,8.0,-2.534679889678955,0.1648528128862381
sub-11,12,reward,145.0,1.0,9,9.0,-3.7012412548065186,-0.03495853394269943
sub-11,12,reward,145.0,1.0,10,10.0,-2.8405404090881348,-0.9509126543998718
sub-11,12,reward,145.0,1.0,11,11.0,-3.6256120204925537,-0.2960897982120514
sub-11,12,reward,145.0,1.0,12,12.0,-2.9864470958709717,-1.4276875257492065
sub-11,12,reward,145.0,1.0,13,13.0,-4.131591796875,-1.400978446006775
sub-11,13,reward,153.0,1.0,-2,-2.0,-3.635657787322998,-1.1180838346481323
sub-11,13,reward,153.0,1.0,-1,-1.0,-3.3619179725646973,-1.3713037967681885
sub-11,13,reward,153.0,1.0,0,0.0,-2.534679889678955,0.1648528128862381
sub-11,13,reward,153.0,1.0,1,1.0,-3.7012412548065186,-0.03495853394269943
sub-11,13,reward,153.0,1.0,2,2.0,-2.8405404090881348,-0.9509126543998718
sub-11,13,reward,153.0,1.0,3,3.0,-3.6256120204925537,-0.2960897982120514
sub-11,13,reward,153.0,1.0,4,4.0,-2.9864470958709717,-1.4276875257492065
sub-11,13,reward,153.0,1.0,5,5.0,-4.131591796875,-1.400978446006775
sub-11,13,reward,153.0,1.0,6,6.0,-3.565380334854126,-1.148743748664856
sub-11,13,reward,153.0,1.0,7,7.0,-2.6926329135894775,-0.12298757582902908
sub-11,13,reward,153.0,1.0,8,8.0,-4.1864800453186035,-0.1318938434123993
sub-11,13,reward,153.0,1.0,9,9.0,-2.0313761234283447,-0.5631617903709412
sub-11,13,reward,153.0,1.0,10,10.0,-2.529327869415283,-1.8698420524597168
sub-11,13,reward,153.0,1.0,11,11.0,-3.7440831661224365,-1.0705965757369995
sub-11,13,reward,153.0,1.0,12,12.0,-1.868737816810608,-0.1645340472459793
sub-11,13,reward,153.0,1.0,13,13.0,-2.066848039627075,-1.3139346837997437
sub-11,14,neutral,161.0,1.0,-2,-2.0,-3.565380334854126,-1.148743748664856
sub-11,14,neutral,161.0,1.0,-1,-1.0,-2.6926329135894775,-0.12298757582902908
sub-11,14,neutral,161.0,1.0,0,0.0,-4.1864800453186035,-0.1318938434123993
sub-11,14,neutral,161.0,1.0,1,1.0,-2.0313761234283447,-0.5631617903709412
sub-11,14,neutral,161.0,1.0,2,2.0,-2.529327869415283,-1.8698420524597168
sub-11,14,neutral,161.0,1.0,3,3.0,-3.7440831661224365,-1.0705965757369995
sub-11,14,neutral,161.0,1.0,4,4.0,-1.868737816810608,-0.1645340472459793
sub-11,14,neutral,161.0,1.0,5,5.0,-2.066848039627075,-1.3139346837997437
sub-11,14,neutral,161.0,1.0,6,6.0,-3.2662055492401123,-3.9193644523620605
sub-11,14,neutral,161.0,1.0,7,7.0,-2.355985641479492,-1.432633399963379
sub-11,14,neutral,161.0,1.0,8,8.0,-1.7355527877807617,-1.146763563156128
sub-11,14,neutral,161.0,1.0,9,9.0,-0.8715089559555054,0.18661616742610931
sub-11,14,neutral,161.0,1.0,10,10.0,-3.0413267612457275,0.37554100155830383
sub-11,14,neutral,161.0,1.0,11,11.0,-3.2166781425476074,0.298388808965683
sub-11,14,neutral,161.0,1.0,12,12.0,-3.149085283279419,0.2934430241584778
sub-11,14,neutral,161.0,1.0,13,13.0,-2.762234926223755,-0.017146006226539612
sub-11,15,reward,173.0,1.0,-2,-2.0,-3.0413267612457275,0.37554100155830383
sub-11,15,reward,173.0,1.0,-1,-1.0,-3.2166781425476074,0.298388808965683
sub-11,15,reward,173.0,1.0,0,0.0,-3.149085283279419,0.2934430241584778
sub-11,15,reward,173.0,1.0,1,1.0,-2.762234926223755,-0.017146006226539612
sub-11,15,reward,173.0,1.0,2,2.0,-3.026604413986206,-0.8885977864265442
sub-11,15,reward,173.0,1.0,3,3.0,-3.44356632232666,-0.602728009223938
sub-11,15,reward,173.0,1.0,4,4.0,-3.2394371032714844,-0.20013977587223053
sub-11,15,reward,173.0,1.0,5,5.0,-2.8177900314331055,-2.0251317024230957
sub-11,15,reward,173.0,1.0,6,6.0,-2.2107458114624023,-0.41478845477104187
sub-11,15,reward,173.0,1.0,7,7.0,-0.7383152842521667,-5.512899875640869
sub-11,15,reward,173.0,1.0,8,8.0,-0.4706030488014221,-0.9954246878623962
sub-11,15,reward,173.0,1.0,9,9.0,-14.528939247131348,-16.662662506103516
sub-11,15,reward,173.0,1.0,10,10.0,6.388228416442871,2.2114193439483643
sub-11,15,reward,173.0,1.0,11,11.0,0.5734773874282837,-0.8094653487205505
sub-11,15,reward,173.0,1.0,12,12.0,2.4059808254241943,1.1362054347991943
sub-11,15,reward,173.0,1.0,13,13.0,0.8191061615943909,1.905766487121582
sub-11,16,neutral,179.0,1.0,-2,-2.0,-3.2394371032714844,-0.20013977587223053
sub-11,16,neutral,179.0,1.0,-1,-1.0,-2.8177900314331055,-2.0251317024230957
sub-11,16,neutral,179.0,1.0,0,0.0,-2.2107458114624023,-0.41478845477104187
sub-11,16,neutral,179.0,1.0,1,1.0,-0.7383152842521667,-5.512899875640869
sub-11,16,neutral,179.0,1.0,2,2.0,-0.4706030488014221,-0.9954246878623962
sub-11,16,neutral,179.0,1.0,3,3.0,-14.528939247131348,-16.662662506103516
sub-11,16,neutral,179.0,1.0,4,4.0,6.388228416442871,2.2114193439483643
sub-11,16,neutral,179.0,1.0,5,5.0,0.5734773874282837,-0.8094653487205505
sub-11,16,neutral,179.0,1.0,6,6.0,2.4059808254241943,1.1362054347991943
sub-11,16,neutral,179.0,1.0,7,7.0,0.8191061615943909,1.905766487121582
sub-11,16,neutral,179.0,1.0,8,8.0,0.26761698722839355,1.3290908336639404
sub-11,16,neutral,179.0,1.0,9,9.0,0.5239498019218445,1.4181147813796997
sub-11,16,neutral,179.0,1.0,10,10.0,-1.4069334268569946,0.7830750346183777
sub-11,16,neutral,179.0,1.0,11,11.0,-0.8407219648361206,0.6366819143295288
sub-11,16,neutral,179.0,1.0,12,12.0,-2.4570412635803223,1.5397789478302002
sub-11,16,neutral,179.0,1.0,13,13.0,-0.8454071283340454,0.6564650535583496
sub-11,17,reward,186.0,1.0,-2,-2.0,0.5734773874282837,-0.8094653487205505
sub-11,17,reward,186.0,1.0,-1,-1.0,2.4059808254241943,1.1362054347991943
sub-11,17,reward,186.0,1.0,0,0.0,0.8191061615943909,1.905766487121582
sub-11,17,reward,186.0,1.0,1,1.0,0.26761698722839355,1.3290908336639404
sub-11,17,reward,186.0,1.0,2,2.0,0.5239498019218445,1.4181147813796997
sub-11,17,reward,186.0,1.0,3,3.0,-1.4069334268569946,0.7830750346183777
sub-11,17,reward,186.0,1.0,4,4.0,-0.8407219648361206,0.6366819143295288
sub-11,17,reward,186.0,1.0,5,5.0,-2.4570412635803223,1.5397789478302002
sub-11,17,reward,186.0,1.0,6,6.0,-0.8454071283340454,0.6564650535583496
sub-11,17,reward,186.0,1.0,7,7.0,-2.0748848915100098,0.26871412992477417
sub-11,17,reward,186.0,1.0,8,8.0,-1.8091729879379272,1.013546347618103
sub-11,17,reward,186.0,1.0,9,9.0,0.9676889181137085,0.8473700881004333
sub-11,17,reward,186.0,1.0,10,10.0,1.6664185523986816,-0.8015540838241577
sub-11,17,reward,186.0,1.0,11,11.0,1.4857151508331299,-3.3031225204467773
sub-11,17,reward,186.0,1.0,12,12.0,-1.1793785095214844,0.8978228569030762
sub-11,17,reward,186.0,1.0,13,13.0,1.5031135082244873,1.5190105438232422
sub-11,18,neutral,193.0,1.0,-2,-2.0,-2.4570412635803223,1.5397789478302002
sub-11,18,neutral,193.0,1.0,-1,-1.0,-0.8454071283340454,0.6564650535583496
sub-11,18,neutral,193.0,1.0,0,0.0,-2.0748848915100098,0.26871412992477417
sub-11,18,neutral,193.0,1.0,1,1.0,-1.8091729879379272,1.013546347618103
sub-11,18,neutral,193.0,1.0,2,2.0,0.9676889181137085,0.8473700881004333
sub-11,18,neutral,193.0,1.0,3,3.0,1.6664185523986816,-0.8015540838241577
sub-11,18,neutral,193.0,1.0,4,4.0,1.4857151508331299,-3.3031225204467773
sub-11,18,neutral,193.0,1.0,5,5.0,-1.1793785095214844,0.8978228569030762
sub-11,18,neutral,193.0,1.0,6,6.0,1.5031135082244873,1.5190105438232422
sub-11,18,neutral,193.0,1.0,7,7.0,-0.7396576404571533,1.6673839092254639
sub-11,18,neutral,193.0,1.0,8,8.0,-3.4777047634124756,1.1668654680252075
sub-11,18,neutral,193.0,1.0,9,9.0,-1.7629969120025635,0.869133472442627
sub-11,18,neutral,193.0,1.0,10,10.0,-1.7415802478790283,-0.36829620599746704
sub-11,18,neutral,193.0,1.0,11,11.0,-3.0132157802581787,1.324144959449768
sub-11,18,neutral,193.0,1.0,12,12.0,-1.464497685432434,1.1559885740280151
sub-11,18,neutral,193.0,1.0,13,13.0,-1.5836272239685059,1.0481667518615723
sub-11,19,reward,199.0,1.0,-2,-2.0,1.4857151508331299,-3.3031225204467773
sub-11,19,reward,199.0,1.0,-1,-1.0,-1.1793785095214844,0.8978228569030762
sub-11,19,reward,199.0,1.0,0,0.0,1.5031135082244873,1.5190105438232422
sub-11,19,reward,199.0,1.0,1,1.0,-0.7396576404571533,1.6673839092254639
sub-11,19,reward,199.0,1.0,2,2.0,-3.4777047634124756,1.1668654680252075
sub-11,19,reward,199.0,1.0,3,3.0,-1.7629969120025635,0.869133472442627
sub-11,19,reward,199.0,1.0,4,4.0,-1.7415802478790283,-0.36829620599746704
sub-11,19,reward,199.0,1.0,5,5.0,-3.0132157802581787,1.324144959449768
sub-11,19,reward,199.0,1.0,6,6.0,-1.464497685432434,1.1559885740280151
sub-11,19,reward,199.0,1.0,7,7.0,-1.5836272239685059,1.0481667518615723
sub-11,19,reward,199.0,1.0,8,8.0,-1.5173680782318115,1.0086005926132202
sub-11,19,reward,199.0,1.0,9,9.0,-0.37489935755729675,0.941339910030365
sub-11,19,reward,199.0,1.0,10,10.0,-1.4176461696624756,1.5902316570281982
sub-11,19,reward,199.0,1.0,11,11.0,-0.46926939487457275,-0.02110649272799492
sub-11,19,reward,199.0,1.0,12,12.0,-0.9625274538993835,0.3142210841178894
sub-11,19,reward,199.0,1.0,13,13.0,-1.927635669708252,-0.20113472640514374
sub-11,20,neutral,204.0,1.0,-2,-2.0,-1.7629969120025635,0.869133472442627
sub-11,20,neutral,204.0,1.0,-1,-1.0,-1.7415802478790283,-0.36829620599746704
sub-11,20,neutral,204.0,1.0,0,0.0,-3.0132157802581787,1.324144959449768
sub-11,20,neutral,204.0,1.0,1,1.0,-1.464497685432434,1.1559885740280151
sub-11,20,neutral,204.0,1.0,2,2.0,-1.5836272239685059,1.0481667518615723
sub-11,20,neutral,204.0,1.0,3,3.0,-1.5173680782318115,1.0086005926132202
sub-11,20,neutral,204.0,1.0,4,4.0,-0.37489935755729675,0.941339910030365
sub-11,20,neutral,204.0,1.0,5,5.0,-1.4176461696624756,1.5902316570281982
sub-11,20,neutral,204.0,1.0,6,6.0,-0.46926939487457275,-0.02110649272799492
sub-11,20,neutral,204.0,1.0,7,7.0,-0.9625274538993835,0.3142210841178894
sub-11,20,neutral,204.0,1.0,8,8.0,-1.927635669708252,-0.20113472640514374
sub-11,20,neutral,204.0,1.0,9,9.0,-0.4786396920681,0.5021606087684631
sub-11,20,neutral,204.0,1.0,10,10.0,-0.8380460143089294,0.5743670463562012
